1	0.208621127	-10.40210549
2	-0.068653118	-10.59772048
3	0.148343578	-10.49342124
4	0.301488231	-6.510816441
5	-0.097486959	-3.961466404
6	0.563397728	-2.4253239
7	0.867425495	-1.982392274
8	0.746090588	0.036319945
9	0.350089397	1.682720944
10	1.070830744	2.965571592
11	1.048841044	3.566053896
12	0.213266667	13.0283
13	-0.776033333	16.08076667
14	1.01178149	11.07635143
15	0.203433333	18.78036667
16	0.35205137	18.17894542
17	-1.273326908	20.17407467
18	0.940468214	21.80167159
19	-0.1032		25.3960	
20	1.11647329	26.46064624
